WO,Cargo Source,Bound,Commodity,Mode,Term,From,To,FCL_Tues,Air_Kg,LCL_Cbm,PP_CC,Profit
VOL18020054,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",2,,,CC,25.00
VOL18010518,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",2,,,CC,25.00
VOL18010654,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,30.11,CC,25.00
VOL18020237,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",2,,,CC,25.00
VOL18020283,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,33.62,CC,25.00
VOL18010656,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Denver, CO (USA)",1,,,CC,25.00
VOL18020406,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",,,15.94,CC,25.00
VOL18010880,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Denver, CO (USA)",,,9.58,CC,25.00
VOL18010282,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",4,,,CC,25.00
VOL18020225,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Kansas City, MO (USA)",,,15.66,CC,25.00
VOL18010149,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",4,,,CC,25.00
VOL18020470,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),Vancouver (Canada),2,,,CC,25.00
VOL18020436,Nomination,Outbound,Footwear,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",2,,,CC,25.00
VOL18010277,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,1.00,CC,25.00
VOL18010147,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",2,,,CC,25.00
VOL18020438,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",2,,,CC,25.00
VOL18030338,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Genoa (Italy),1,,,CC,25.00
VOL18020444,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Newark, NJ (USA)",,,14.20,CC,25.00
VOL18010141,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,45.29,CC,25.00
VOL18010659,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Charleston, SC (USA)",,,15.49,CC,25.00
VOL18020224,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Kansas City, MO (USA)",,,16.07,CC,25.00
VOL18010508,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Norfolk, VA (USA)",,,33.79,CC,25.00
VOL18010510,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Hamburg (Germany),2,,,CC,25.00
VOL18020286,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Denver, CO (USA)",,,24.95,CC,25.00
VOL18020228,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,32.40,CC,25.00
VOL18020410,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",,,25.26,CC,25.00
VOL18010143,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",2,,,CC,25.00
VOL18020278,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,10.89,CC,25.00
VOL18010512,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Rotterdam (Netherlands),2,,,CC,25.00
VOL18010183,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Laem Chabang (Thailand),2,,,CC,25.00
VOL18010881,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,60.64,CC,25.00
VOL18010879,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Denver, CO (USA)",,,44.95,CC,25.00
VOL18010519,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",4,,,CC,25.00
VOL18010328,Nomination,Outbound,Fak,FCL,FOB,Hai Phong (Vietnam),Valencia (Spain),1,,,CC,25.00
VOL18010515,Nomination,Outbound,Fak,LCL,FOB,Ho Chi Minh (Vietnam),Valencia (Spain),,,1.10,CC,25.00
VOL18020439,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,21.99,CC,25.00
VOL18010144,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Omaha, NE (USA)",,,39.92,CC,25.00
VOL18010296,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",4,,,CC,25.00
VOL18020194,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Mobile, AL (USA)",,,24.10,CC,25.00
VOL18020404,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Kansas City, MO (USA)",,,9.27,CC,25.00
VOL18020421,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Kansas City, MO (USA)",,,21.99,CC,25.00
VOL18010371,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Norfolk, VA (USA)",,,14.93,CC,25.00
VOL18020056,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Oakland, CA (USA)",,,11.20,CC,25.00
VOL18020281,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,28.33,CC,25.00
VOL18020280,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,32.12,CC,25.00
VOL18010520,Nomination,Outbound,Furniture,LCL,FOB,Hai Phong (Vietnam),"Chicago, IL (USA)",,,11.00,CC,25.00
VOL18020287,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Denver, CO (USA)",,,12.71,CC,25.00
VOL18060220,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Genoa (Italy),2,,,CC,25.00
VOL18050555,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Xiamen (China),2,,,CC,25.00
VOL18020290,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,30.22,CC,25.00
VOL18020291,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,4.69,CC,25.00
VOL18020059,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Memphis, TN (USA)",,,8.67,CC,25.00
VOL18020277,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,32.12,CC,25.00
VOL18010058,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Charleston, SC (USA)",,,40.91,CC,25.00
VOL18020055,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Oakland, CA (USA)",,,37.81,CC,25.00
VOL18010681,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",,,54.70,CC,25.00
VOL18010662,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Miami, FL (USA)",,,37.48,CC,25.00
VOL18020418,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",,,19.33,CC,25.00
VOL18010374,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Savannah, GA (USA)",,,20.47,CC,25.00
VOL18020424,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Kansas City, MO (USA)",,,16.08,CC,25.00
VOL18010488,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",,,37.45,CC,25.00
VOL18010150,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Nashville, IN (USA)",2,,,CC,25.00
VOL18010487,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",,,7.01,CC,25.00
VOL18020284,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,11.57,CC,25.00
VOL18010140,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Norfolk, VA (USA)",,,10.68,CC,25.00
VOL18010664,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Miami, FL (USA)",2,,,CC,25.00
VOL18030223,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Hamburg (Germany),1,,,CC,25.00
VOL18040389,Nomination,Outbound,Tire & Tubes,FCL,FOB,Ho Chi Minh (Vietnam),Vigo (Spain),1,,,CC,25.00
VOL18020062,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",2,,,CC,25.00
VOL18020443,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Newark, NJ (USA)",,,11.95,CC,25.00
VOL18020234,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,6.12,CC,25.00
VOL18060009,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Leam Chabang (Thailand),2,,,CC,25.00
VOL18030219,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ha Noi (Vietnam),"Boston, MA (USA)",2,,,CC,25.00
VOL18020447,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),Vancouver (Canada),,,25.49,CC,25.00
VOL18020575,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",2,,,CC,25.00
VOL18010055,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Memphis, TN (USA)",2,,,CC,25.00
VOL18020193,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Mobile, AL (USA)",,,16.72,CC,25.00
VOL18010882,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Denver, CO (USA)",,,10.64,CC,25.00
VOL18020409,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",,,20.61,CC,25.00
VOL18020416,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,21.45,CC,25.00
VOL18020196,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Rotterdam (Netherlands),2,,,CC,25.00
VOL18010247,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Hamburg (Germany),2,,,CC,25.00
VOL18030101,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",2,,,CC,25.00
VOL18010730,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",4,,,CC,25.00
VOL18020417,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",,,33.25,CC,25.00
VOL18010421,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",2,,,CC,25.00
VOL18020408,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Minneapolis, MN (USA)",,,21.02,CC,25.00
VOL18020449,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),Vancouver (Canada),,,14.83,CC,25.00
VOL18020451,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Minneapolis, MN (USA)",2,,,CC,25.00
VOL18010281,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Boston, MA (USA)",2,,,CC,25.00
VOL18020407,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Minneapolis, MN (USA)",,,43.15,CC,25.00
VOL18020192,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Mobile, AL (USA)",,,22.71,CC,25.00
VOL18010450,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Genoa (Italy),1,,,CC,25.00
VOL18020060,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Memphis, TN (USA)",,,7.42,CC,25.00
VOL18020285,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,3.88,CC,25.00
VOL18070504,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Xiamen (China),2,,,CC,25.00
VOL18020412,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Rotterdam (Netherlands),2,,,CC,25.00
VOL18020442,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Newark, NJ (USA)",,,20.77,CC,25.00
VOL18020441,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,27.75,CC,25.00
VOL18020057,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Oakland, CA (USA)",,,10.56,CC,25.00
VOL18020440,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,19.49,CC,25.00
VOL18010657,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",4,,,CC,25.00
VOL18020422,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Kansas City, MO (USA)",,,13.48,CC,25.00
VOL18020401,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Cincinnati, OH (USA)",,,18.66,CC,25.00
VOL18040211,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Hamburg (Germany),2,,,CC,25.00
VOL18020289,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Tacoma, WA (USA)",,,31.55,CC,25.00
VOL18020058,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Memphis, TN (USA)",,,45.12,CC,25.00
VOL18010513,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Norfolk, VA (USA)",,,6.43,CC,25.00
VOL18020426,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",4,,,CC,25.00
VOL18030214,Nomination,Outbound,Garment/Textile,LCL,FOB,Hai Phong (Vietnam),"Chicago, IL (USA)",,,7.21,CC,25.00
VOL18020190,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Charleston, SC (USA)",2,,,CC,25.00
VOL18020232,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,9.39,CC,25.00
VOL18020288,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Denver, CO (USA)",,,8.66,CC,25.00
VOL18020405,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Kansas City, MO (USA)",,,17.41,CC,25.00
VOL18020061,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",2,,,CC,25.00
VOL18010054,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",4,,,CC,25.00
VOL18020279,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,7.28,CC,25.00
VOL18020215,Nomination,Outbound,Footwear,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",2,,,CC,25.00
VOL18020262,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",2,,,CC,25.00
VOL18010682,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Leam Chabang (Thailand),2,,,CC,25.00
VOL18050021,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Hamburg (Germany),1,,,CC,25.00
VOL18020414,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,38.42,CC,25.00
VOL18010732,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",4,,,CC,25.00
VOL18010680,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",,,15.58,CC,25.00
VOL18010812,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",4,,,CC,25.00
VOL18020419,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",,,9.96,CC,25.00
VOL18020445,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Newark, NJ (USA)",4,,,CC,25.00
VOL18020154,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",,,6.45,CC,25.00
VOL18010490,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",,,12.89,CC,25.00
VOL18010410,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Long Beach, CA (USA)",2,,,CC,25.00
VOL18020153,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Chicago, IL (USA)",,,20.97,CC,25.00
VOL18010505,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",,,20.64,CC,25.00
VOL18010295,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",6,,,CC,25.00
VOL18020471,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",2,,,CC,25.00
VOL18020403,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Kansas City, MO (USA)",,,27.60,CC,25.00
VOL18020448,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),Vancouver (Canada),,,18.50,CC,25.00
VOL18020282,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,5.39,CC,25.00
VOL18010148,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",6,,,CC,25.00
VOL18080220,Nomination,Outbound,Candy,FCL,FOB,Ho Chi Minh (Vietnam),Genoa (Italy),2,,,CC,25.00
VOL18080251,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Laem Chabang (Thailand),1,,,CC,25.00
VOL18080621,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),Leam Chabang (Thailand),1,,,CC,25.00
VOL18030035,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Long Beach, CA (USA)",4,,,CC,25.00
VOL18030173,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",4,,,CC,25.00
VOL18030298,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",4,,,CC,25.00
VOL18030302,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",3,,,CC,25.00
VOL18030212,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",1,,,CC,25.00
VOL18030328,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",2,,,CC,25.00
VOL18030352,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Charleston, SC (USA)",2,,,CC,25.00
VOL18030365,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",1,,,CC,25.00
VOL18030366,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",4,,,CC,25.00
VOL18030371,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",2,,,CC,25.00
VOL18030307,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",4,,,CC,25.00
VOL18030434,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",4,,,CC,25.00
VOL18030372,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",,,34.06,CC,25.00
VOL18030373,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Denver, CO (USA)",,,8.25,CC,25.00
VOL18030374,Nomination,Outbound,Fabrics & Yarns,LCL,FOB,Ho Chi Minh (Vietnam),"Denver, CO (USA)",,,15.75,CC,25.00
VOL18030507,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",4,,,CC,25.00
VOL18030435,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Miami, FL (USA)",4,,,CC,25.00
VOL18030579,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",3,,,CC,25.00
VOL18030503,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Charleston, SC (USA)",4,,,CC,25.00
VOL18030510,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"Los Angeles, CA (USA)",6,,,CC,25.00
VOL18030560,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",4,,,CC,25.00
VOL18030562,Nomination,Outbound,Footwear,FCL,FOB,Ho Chi Minh (Vietnam),"New York, NY (USA)",1,,,CC,25.00
VOL18030546,Nomination,Outbound,Furniture,FCL,FOB,Ho Chi Minh (Vietnam),"Long Beach, CA (USA)",2,,,CC,25.00
VOL18090525 ,Nomination,Outbound,Foodstuffs,FCL,FOB,Ho Chi Minh (Vietnam),Genoa (Italy),2,,,CC,25.00
VOL18060095,Nomination,Outbound,Bag and Luggage,FCL,FOB,Ho Chi Minh (Vietnam),Klaipeda (Lithuania),2,,,CC,24.77
VOL18060196,Nomination,Outbound,Bag and Luggage,FCL,FOB,Ho Chi Minh (Vietnam),Klaipeda (Lithuania),2,,,CC,24.77
VOL18060476,Nomination,Outbound,Bag and Luggage,FCL,FOB,Ho Chi Minh (Vietnam),Klaipeda (Lithuania),2,,,CC,24.77
VOL18010541,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Puerto Quetzal (Guatemala),2,,,CC,24.00
VOL18050184,Free Hand,Inbound,Plastic Goods,LCL,Inland,Jiangmen City (China),Ho Chi Minh (Vietnam),,,1.37,PP,23.64
VOL18030391,Free Hand,Inbound,Fak,Air,Inland,Shenzhen (China),Ho Chi Minh (Vietnam),,88.80,,PP,23.64
VOL18040384,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Icd Dadri (India),1,,,PP,23.00
VOL18080516,Free Hand,Outbound,Fak,FCL,FOB,Hai Phong (Vietnam),New Delhi (India),2,,,CC,22.04
VOL18100076 ,Nomination,Outbound,Fabrics & Yarns,FCL,FOB,Ho Chi Minh (Vietnam),Port Said (Egypt),1,,,PP,21.77
VOL18010087 + VOL18010115,Nomination,Outbound,Machinery,FCL,FOB,Ho Chi Minh (Vietnam),Colombo (Sri Lanka),1,,,CC,20.00
VOL18030640,Nomination,Outbound,Fak,FCL,FOB,Ho Chi Minh (Vietnam),Xiamen (China),2,,,CC,20.00
VOL18030163,Nomination,Outbound,Bicycle Components,LCL,FOB,Hai Phong (Vietnam),Manzanillo (Mexico),,,2.80,CC,19.60
VOL18020578,Nomination,Outbound,Fak,LCL,FOB,Ho Chi Minh (Vietnam),"Denver, CO (USA)",,,16.20,CC,19.32
VOL18030008,Free Hand,Outbound,Fak,Air,Inland,Frankfurt (Germany),Ho Chi Minh (Vietnam),,2.00,,CC,18.18
VOL18010720,Nomination,Inbound,Machinery,FCL,CIF/CNF,Nhavasheva (India),Ho Chi Minh (Vietnam),1,,,PP,17.50
VOL18060604,Free Hand,Inbound,Machinery,FCL,CIF/CNF,Nhavasheva (India),Ho Chi Minh (Vietnam),2,,,PP,17.50
VOL18040099,Free Hand,Outbound,Foodstuffs,FCL,EXW,Phnom Penh (Cambodia),Shenzhen (China),2,,,CC,17.30
VOL18080110 ,Free Hand,Inbound,Electrical Equipment,Express/Courier,Inland,Inchon (South Korea),Ho Chi Minh (Vietnam),,2.20,,PP,15.91
VOL18080166,Free Hand,Outbound,Electrical Equipment,Express/Courier,Inland,Ho Chi Minh (Vietnam),Manila (Philippines),,2.00,,PP,15.91
VOL18060572,Free Hand,Inbound,Fak,Air,Inland,Stuttgart (Germany),Ho Chi Minh (Vietnam),,153.00,,PP,15.91
VOL18070220,Free Hand,Inbound,Fak,Courier,DDU,Inchon (South Korea),Ho Chi Minh (Vietnam),,3.50,,PP,15.91
VOL18090087,Free Hand,Inbound,Electrical Equipment,Express/Courier,Inland,Inchon (South Korea),Ho Chi Minh (Vietnam),,2.00,,PP,15.91
VOL18100609,Free Hand,Inbound,Plastic Goods,Air,Inland,Stuttgart (Germany),Ho Chi Minh (Vietnam),,167.00,,PP,15.91
